Module	Section	Sample Name	Source
FastQC	all_sections	SRR33022258_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33022258_1_fastqc.zip
FastQC	all_sections	SRR33022258_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33022258_2_fastqc.zip
FastQC	all_sections	SRR33022259_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33022259_1_fastqc.zip
FastQC	all_sections	SRR33022259_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33022259_2_fastqc.zip
FastQC	all_sections	SRR33022260_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33022260_1_fastqc.zip
FastQC	all_sections	SRR33022260_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33022260_2_fastqc.zip
FastQC	all_sections	SRR33022261_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33022261_1_fastqc.zip
FastQC	all_sections	SRR33022261_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33022261_2_fastqc.zip
FastQC	all_sections	SRR33022262_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33022262_1_fastqc.zip
FastQC	all_sections	SRR33022262_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33022262_2_fastqc.zip
FastQC	all_sections	SRR33022263_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33022263_1_fastqc.zip
FastQC	all_sections	SRR33022263_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33022263_2_fastqc.zip
FastQC	all_sections	SRR33075535_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075535_1_fastqc.zip
FastQC	all_sections	SRR33075535_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075535_2_fastqc.zip
FastQC	all_sections	SRR33075536_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075536_1_fastqc.zip
FastQC	all_sections	SRR33075536_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075536_2_fastqc.zip
FastQC	all_sections	SRR33075537_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075537_1_fastqc.zip
FastQC	all_sections	SRR33075537_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075537_2_fastqc.zip
FastQC	all_sections	SRR33075538_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075538_1_fastqc.zip
FastQC	all_sections	SRR33075538_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075538_2_fastqc.zip
FastQC	all_sections	SRR33075539_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075539_1_fastqc.zip
FastQC	all_sections	SRR33075539_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075539_2_fastqc.zip
FastQC	all_sections	SRR33075540_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075540_1_fastqc.zip
FastQC	all_sections	SRR33075540_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075540_2_fastqc.zip
FastQC	all_sections	SRR33075541_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075541_1_fastqc.zip
FastQC	all_sections	SRR33075541_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075541_2_fastqc.zip
FastQC	all_sections	SRR33075542_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075542_1_fastqc.zip
FastQC	all_sections	SRR33075542_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075542_2_fastqc.zip
FastQC	all_sections	SRR33075543_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075543_1_fastqc.zip
FastQC	all_sections	SRR33075543_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075543_2_fastqc.zip
FastQC	all_sections	SRR33075544_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075544_1_fastqc.zip
FastQC	all_sections	SRR33075544_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075544_2_fastqc.zip
FastQC	all_sections	SRR33075545_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075545_1_fastqc.zip
FastQC	all_sections	SRR33075545_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075545_2_fastqc.zip
FastQC	all_sections	SRR33075546_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075546_1_fastqc.zip
FastQC	all_sections	SRR33075546_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075546_2_fastqc.zip
FastQC	all_sections	SRR33075547_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075547_1_fastqc.zip
FastQC	all_sections	SRR33075547_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075547_2_fastqc.zip
FastQC	all_sections	SRR33075548_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075548_1_fastqc.zip
FastQC	all_sections	SRR33075548_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075548_2_fastqc.zip
FastQC	all_sections	SRR33075549_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075549_1_fastqc.zip
FastQC	all_sections	SRR33075549_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075549_2_fastqc.zip
FastQC	all_sections	SRR33075550_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075550_1_fastqc.zip
FastQC	all_sections	SRR33075550_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075550_2_fastqc.zip
FastQC	all_sections	SRR33075551_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075551_1_fastqc.zip
FastQC	all_sections	SRR33075551_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075551_2_fastqc.zip
FastQC	all_sections	SRR33075552_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075552_1_fastqc.zip
FastQC	all_sections	SRR33075552_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075552_2_fastqc.zip
FastQC	all_sections	SRR33075553_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075553_1_fastqc.zip
FastQC	all_sections	SRR33075553_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075553_2_fastqc.zip
FastQC	all_sections	SRR33075554_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075554_1_fastqc.zip
FastQC	all_sections	SRR33075554_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075554_2_fastqc.zip
FastQC	all_sections	SRR33075555_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075555_1_fastqc.zip
FastQC	all_sections	SRR33075555_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075555_2_fastqc.zip
FastQC	all_sections	SRR33075556_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075556_1_fastqc.zip
FastQC	all_sections	SRR33075556_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075556_2_fastqc.zip
FastQC	all_sections	SRR33075557_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075557_1_fastqc.zip
FastQC	all_sections	SRR33075557_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075557_2_fastqc.zip
FastQC	all_sections	SRR33075558_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075558_1_fastqc.zip
FastQC	all_sections	SRR33075558_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075558_2_fastqc.zip
FastQC	all_sections	SRR33075559_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075559_1_fastqc.zip
FastQC	all_sections	SRR33075559_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075559_2_fastqc.zip
FastQC	all_sections	SRR33075560_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075560_1_fastqc.zip
FastQC	all_sections	SRR33075560_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075560_2_fastqc.zip
FastQC	all_sections	SRR33075561_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075561_1_fastqc.zip
FastQC	all_sections	SRR33075561_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075561_2_fastqc.zip
FastQC	all_sections	SRR33075562_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075562_1_fastqc.zip
FastQC	all_sections	SRR33075562_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075562_2_fastqc.zip
FastQC	all_sections	SRR33075563_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075563_1_fastqc.zip
FastQC	all_sections	SRR33075563_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075563_2_fastqc.zip
FastQC	all_sections	SRR33075564_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075564_1_fastqc.zip
FastQC	all_sections	SRR33075564_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075564_2_fastqc.zip
FastQC	all_sections	SRR33075565_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075565_1_fastqc.zip
FastQC	all_sections	SRR33075565_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075565_2_fastqc.zip
FastQC	all_sections	SRR33075566_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075566_1_fastqc.zip
FastQC	all_sections	SRR33075566_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075566_2_fastqc.zip
FastQC	all_sections	SRR33075567_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075567_1_fastqc.zip
FastQC	all_sections	SRR33075567_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075567_2_fastqc.zip
FastQC	all_sections	SRR33075568_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075568_1_fastqc.zip
FastQC	all_sections	SRR33075568_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075568_2_fastqc.zip
FastQC	all_sections	SRR33075569_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075569_1_fastqc.zip
FastQC	all_sections	SRR33075569_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075569_2_fastqc.zip
FastQC	all_sections	SRR33075570_1	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075570_1_fastqc.zip
FastQC	all_sections	SRR33075570_2	/home/umoxinacuve54_gmail_com/qc_work/PRJNA1247978/fastqc_out/SRR33075570_2_fastqc.zip
